1000 тестов каждого вида выборок, выборки генерируются заново в цикле
 №   | выборка, чел | последовательно | параллельно   | разность, сек | %
 1458| 1000         | 0,0001284       | 0,0002908     | -0,0001624    | 126,5 
 1459| 1000         | 0,0001191       | 0,0001785     | -0,0000594    | 49,9 
 1460| 1000         | 0,0001097       | 0,0001511     | -0,0000414    | 37,7 
 1461| 1000         | 0,0001106       | 0,0001520     | -0,0000414    | 37,4 
 1462| 1000         | 0,0001164       | 0,0001506     | -0,0000342    | 29,4 
 1463| 1000         | 0,0001153       | 0,0002052     | -0,0000899    | 78,0 
 1464| 1000         | 0,0001171       | 0,0001744     | -0,0000573    | 48,9 
 1465| 1000         | 0,0001171       | 0,0002740     | -0,0001569    | 134,0 
 1466| 1000         | 0,0002207       | 0,0001974     | 0,0000233     | -10,6 
 1467| 1000         | 0,0001680       | 0,0001821     | -0,0000141    |  8,4 
 1468| 1000         | 0,0001195       | 0,0003045     | -0,0001850    | 154,8 
 1469| 1000         | 0,0001145       | 0,0002615     | -0,0001470    | 128,4 
 1470| 1000         | 0,0001147       | 0,0002850     | -0,0001703    | 148,5 
 1471| 1000         | 0,0001180       | 0,0003047     | -0,0001867    | 158,2 
 1472| 1000         | 0,0001183       | 0,0002891     | -0,0001708    | 144,4 
 1473| 1000         | 0,0001142       | 0,0002770     | -0,0001628    | 142,6 
 1474| 1000         | 0,0001146       | 0,0005815     | -0,0004669    | 407,4 
 1475| 1000         | 0,0001170       | 0,0005667     | -0,0004497    | 384,4 
 1476| 1000         | 0,0001166       | 0,0004988     | -0,0003822    | 327,8 
 1477| 1000         | 0,0001202       | 0,0006022     | -0,0004820    | 401,0 
 1478| 1000         | 0,0001225       | 0,0005310     | -0,0004085    | 333,5 
 1479| 1000         | 0,0001269       | 0,0006921     | -0,0005652    | 445,4 
 1480| 1000         | 0,0001462       | 0,0002303     | -0,0000841    | 57,5 
 1481| 1000         | 0,0001192       | 0,0003104     | -0,0001912    | 160,4 
 1482| 1000         | 0,0001204       | 0,0002329     | -0,0001125    | 93,4 
 1483| 1000         | 0,0001094       | 0,0002992     | -0,0001898    | 173,5 
 1484| 1000         | 0,0001252       | 0,0003094     | -0,0001842    | 147,1 
 1485| 1000         | 0,0001114       | 0,0003114     | -0,0002000    | 179,5 
 1486| 1000         | 0,0001148       | 0,0002744     | -0,0001596    | 139,0 
 1487| 1000         | 0,0001179       | 0,0002619     | -0,0001440    | 122,1 
 1488| 1000         | 0,0001139       | 0,0003141     | -0,0002002    | 175,8 
 1489| 1000         | 0,0001368       | 0,0001808     | -0,0000440    | 32,2 
 1490| 1000         | 0,0001065       | 0,0003128     | -0,0002063    | 193,7 
 1491| 1000         | 0,0001266       | 0,0003134     | -0,0001868    | 147,5 
 1492| 1000         | 0,0001298       | 0,0001848     | -0,0000550    | 42,4 
 1493| 1000         | 0,0001288       | 0,0001583     | -0,0000295    | 22,9 
 1494| 1000         | 0,0001229       | 0,0001774     | -0,0000545    | 44,3 
 1495| 1000         | 0,0001191       | 0,0001574     | -0,0000383    | 32,2 
 1496| 1000         | 0,0001135       | 0,0001542     | -0,0000407    | 35,9 
 1497| 1000         | 0,0001304       | 0,0001579     | -0,0000275    | 21,1 
 1498| 1000         | 0,0001282       | 0,0001622     | -0,0000340    | 26,5 
 1499| 1000         | 0,0001185       | 0,0001541     | -0,0000356    | 30,0 
 1500| 1000         | 0,0001136       | 0,0001524     | -0,0000388    | 34,2 
 1501| 1000         | 0,0001125       | 0,0001565     | -0,0000440    | 39,1 
 1502| 1000         | 0,0001133       | 0,0001542     | -0,0000409    | 36,1 
 1503| 1000         | 0,0016766       | 0,0001639     | 0,0015127     | -90,2 
 1504| 1000         | 0,0001267       | 0,0002844     | -0,0001577    | 124,5 
 1505| 1000         | 0,0001262       | 0,0001839     | -0,0000577    | 45,7 
 1506| 1000         | 0,0001417       | 0,0001776     | -0,0000359    | 25,3 
 1507| 1000         | 0,0001350       | 0,0003309     | -0,0001959    | 145,1 
 1508| 1000         | 0,0001237       | 0,0003570     | -0,0002333    | 188,6 
 1509| 1000         | 0,0001124       | 0,0004523     | -0,0003399    | 302,4 
 1510| 1000         | 0,0001140       | 0,0004300     | -0,0003160    | 277,2 
 1511| 1000         | 0,0001075       | 0,0002993     | -0,0001918    | 178,4 
 1512| 1000         | 0,0001151       | 0,0003124     | -0,0001973    | 171,4 
 1513| 1000         | 0,0001067       | 0,0002870     | -0,0001803    | 169,0 
 1514| 1000         | 0,0001115       | 0,0002799     | -0,0001684    | 151,0 
 1515| 1000         | 0,0001037       | 0,0002598     | -0,0001561    | 150,5 
 1516| 1000         | 0,0001182       | 0,0002472     | -0,0001290    | 109,1 
 1517| 1000         | 0,0001063       | 0,0002576     | -0,0001513    | 142,3 
 1518| 1000         | 0,0001105       | 0,0002549     | -0,0001444    | 130,7 
 1519| 1000         | 0,0001110       | 0,0002383     | -0,0001273    | 114,7 
 1520| 1000         | 0,0001079       | 0,0002501     | -0,0001422    | 131,8 
 1521| 1000         | 0,0001103       | 0,0002947     | -0,0001844    | 167,2 
 1522| 1000         | 0,0001118       | 0,0002675     | -0,0001557    | 139,3 
 1523| 1000         | 0,0001069       | 0,0002682     | -0,0001613    | 150,9 
 1524| 1000         | 0,0001131       | 0,0002632     | -0,0001501    | 132,7 
 1525| 1000         | 0,0001125       | 0,0002529     | -0,0001404    | 124,8 
 1526| 1000         | 0,0001262       | 0,0002537     | -0,0001275    | 101,0 
 1527| 1000         | 0,0001094       | 0,0002142     | -0,0001048    | 95,8 
 1528| 1000         | 0,0001139       | 0,0002976     | -0,0001837    | 161,3 
 1529| 1000         | 0,0001101       | 0,0003249     | -0,0002148    | 195,1 
 1530| 1000         | 0,0001092       | 0,0002471     | -0,0001379    | 126,3 
 1531| 1000         | 0,0001096       | 0,0002737     | -0,0001641    | 149,7 
 1532| 1000         | 0,0001101       | 0,0002700     | -0,0001599    | 145,2 
 1533| 1000         | 0,0001091       | 0,0002533     | -0,0001442    | 132,2 
 1534| 1000         | 0,0001077       | 0,0002429     | -0,0001352    | 125,5 
 1535| 1000         | 0,0001186       | 0,0002922     | -0,0001736    | 146,4 
 1536| 1000         | 0,0001164       | 0,0002693     | -0,0001529    | 131,4 
 1537| 1000         | 0,0001159       | 0,0001791     | -0,0000632    | 54,5 
 1538| 1000         | 0,0001097       | 0,0001586     | -0,0000489    | 44,6 
 1539| 1000         | 0,0001099       | 0,0001547     | -0,0000448    | 40,8 
 1540| 1000         | 0,0001072       | 0,0001493     | -0,0000421    | 39,3 
 1541| 1000         | 0,0001171       | 0,0001678     | -0,0000507    | 43,3 
 1542| 1000         | 0,0001057       | 0,0001510     | -0,0000453    | 42,9 
 1543| 1000         | 0,0001029       | 0,0001478     | -0,0000449    | 43,6 
 1544| 1000         | 0,0001157       | 0,0001556     | -0,0000399    | 34,5 
 1545| 1000         | 0,0001124       | 0,0002181     | -0,0001057    | 94,0 
 1546| 1000         | 0,0001192       | 0,0004709     | -0,0003517    | 295,0 
 1547| 1000         | 0,0001114       | 0,0004787     | -0,0003673    | 329,7 
 1548| 1000         | 0,0001146       | 0,0008335     | -0,0007189    | 627,3 
 1549| 1000         | 0,0001239       | 0,0005119     | -0,0003880    | 313,2 
 1550| 1000         | 0,0001239       | 0,0004859     | -0,0003620    | 292,2 
 1551| 1000         | 0,0001171       | 0,0007045     | -0,0005874    | 501,6 
 1552| 1000         | 0,0001153       | 0,0004464     | -0,0003311    | 287,2 
 1553| 1000         | 0,0001164       | 0,0007580     | -0,0006416    | 551,2 
 1554| 1000         | 0,0002556       | 0,0011438     | -0,0008882    | 347,5 
 1555| 1000         | 0,0001263       | 0,0010850     | -0,0009587    | 759,1 
 1556| 1000         | 0,0001238       | 0,0004632     | -0,0003394    | 274,2 
 1557| 1000         | 0,0001267       | 0,0006686     | -0,0005419    | 427,7 
 1558| 1000         | 0,0001135       | 0,0004846     | -0,0003711    | 327,0 
 1559| 1000         | 0,0001094       | 0,0004540     | -0,0003446    | 315,0 
 1560| 1000         | 0,0001191       | 0,0004638     | -0,0003447    | 289,4 
 1561| 1000         | 0,0001219       | 0,0004289     | -0,0003070    | 251,8 
 1562| 1000         | 0,0001173       | 0,0003561     | -0,0002388    | 203,6 
 1563| 1000         | 0,0001177       | 0,0002654     | -0,0001477    | 125,5 
 1564| 1000         | 0,0001080       | 0,0002634     | -0,0001554    | 143,9 
 1565| 1000         | 0,0001112       | 0,0002928     | -0,0001816    | 163,3 
 1566| 1000         | 0,0001177       | 0,0002905     | -0,0001728    | 146,8 
 1567| 1000         | 0,0001062       | 0,0002632     | -0,0001570    | 147,8 
 1568| 1000         | 0,0001041       | 0,0002685     | -0,0001644    | 157,9 
 1569| 1000         | 0,0000993       | 0,0002467     | -0,0001474    | 148,4 
 1570| 1000         | 0,0001135       | 0,0002300     | -0,0001165    | 102,6 
 1571| 1000         | 0,0001004       | 0,0002440     | -0,0001436    | 143,0 
 1572| 1000         | 0,0001077       | 0,0002722     | -0,0001645    | 152,7 
 1573| 1000         | 0,0001045       | 0,0002562     | -0,0001517    | 145,2 
 1574| 1000         | 0,0001056       | 0,0002713     | -0,0001657    | 156,9 
 1575| 1000         | 0,0001036       | 0,0002492     | -0,0001456    | 140,5 
 1576| 1000         | 0,0001040       | 0,0002718     | -0,0001678    | 161,3 
 1577| 1000         | 0,0001013       | 0,0002505     | -0,0001492    | 147,3 
 1578| 1000         | 0,0001088       | 0,0002669     | -0,0001581    | 145,3 
 1579| 1000         | 0,0001093       | 0,0002677     | -0,0001584    | 144,9 
 1580| 1000         | 0,0001106       | 0,0002680     | -0,0001574    | 142,3 
 1581| 1000         | 0,0001098       | 0,0002762     | -0,0001664    | 151,5 
 1582| 1000         | 0,0001156       | 0,0002969     | -0,0001813    | 156,8 
 1583| 1000         | 0,0001225       | 0,0002883     | -0,0001658    | 135,3 
 1584| 1000         | 0,0001120       | 0,0002862     | -0,0001742    | 155,5 
 1585| 1000         | 0,0001123       | 0,0002795     | -0,0001672    | 148,9 
 1586| 1000         | 0,0001093       | 0,0002970     | -0,0001877    | 171,7 
 1587| 1000         | 0,0001086       | 0,0003128     | -0,0002042    | 188,0 
 1588| 1000         | 0,0001083       | 0,0002962     | -0,0001879    | 173,5 
 1589| 1000         | 0,0001014       | 0,0002443     | -0,0001429    | 140,9 
 1590| 1000         | 0,0001061       | 0,0002454     | -0,0001393    | 131,3 
 1591| 1000         | 0,0001111       | 0,0002823     | -0,0001712    | 154,1 
 1592| 1000         | 0,0001088       | 0,0002928     | -0,0001840    | 169,1 
 1593| 1000         | 0,0001114       | 0,0002814     | -0,0001700    | 152,6 
 1594| 1000         | 0,0001053       | 0,0002680     | -0,0001627    | 154,5 
 1595| 1000         | 0,0001102       | 0,0002669     | -0,0001567    | 142,2 
 1596| 1000         | 0,0001158       | 0,0003272     | -0,0002114    | 182,6 
 1597| 1000         | 0,0001160       | 0,0002516     | -0,0001356    | 116,9 
 1598| 1000         | 0,0001168       | 0,0002719     | -0,0001551    | 132,8 
 1599| 1000         | 0,0001278       | 0,0002669     | -0,0001391    | 108,8 
 1600| 1000         | 0,0001155       | 0,0002394     | -0,0001239    | 107,3 
 1601| 1000         | 0,0001089       | 0,0002602     | -0,0001513    | 138,9 
 1602| 1000         | 0,0001125       | 0,0002531     | -0,0001406    | 125,0 
 1603| 1000         | 0,0001181       | 0,0002698     | -0,0001517    | 128,5 
 1604| 1000         | 0,0001145       | 0,0002623     | -0,0001478    | 129,1 
 1605| 1000         | 0,0001109       | 0,0002366     | -0,0001257    | 113,3 
 1606| 1000         | 0,0001098       | 0,0002648     | -0,0001550    | 141,2 
 1607| 1000         | 0,0001151       | 0,0002514     | -0,0001363    | 118,4 
 1608| 1000         | 0,0001107       | 0,0002714     | -0,0001607    | 145,2 
 1609| 1000         | 0,0001226       | 0,0002750     | -0,0001524    | 124,3 
 1610| 1000         | 0,0001221       | 0,0002259     | -0,0001038    | 85,0 
 1611| 1000         | 0,0001164       | 0,0002979     | -0,0001815    | 155,9 
 1612| 1000         | 0,0001249       | 0,0002822     | -0,0001573    | 125,9 
 1613| 1000         | 0,0001097       | 0,0002300     | -0,0001203    | 109,7 
 1614| 1000         | 0,0001153       | 0,0001821     | -0,0000668    | 57,9 
 1615| 1000         | 0,0001288       | 0,0001672     | -0,0000384    | 29,8 
 1616| 1000         | 0,0001153       | 0,0009372     | -0,0008219    | 712,8 
 1617| 1000         | 0,0001227       | 0,0004630     | -0,0003403    | 277,3 
 1618| 1000         | 0,0001077       | 0,0004129     | -0,0003052    | 283,4 
 1619| 1000         | 0,0001277       | 0,0006963     | -0,0005686    | 445,3 
 1620| 1000         | 0,0001213       | 0,0002880     | -0,0001667    | 137,4 
 1621| 1000         | 0,0001088       | 0,0004669     | -0,0003581    | 329,1 
 1622| 1000         | 0,0001126       | 0,0003146     | -0,0002020    | 179,4 
 1623| 1000         | 0,0001016       | 0,0002806     | -0,0001790    | 176,2 
 1624| 1000         | 0,0001224       | 0,0003002     | -0,0001778    | 145,3 
 1625| 1000         | 0,0001120       | 0,0002805     | -0,0001685    | 150,4 
 1626| 1000         | 0,0001114       | 0,0002791     | -0,0001677    | 150,5 
 1627| 1000         | 0,0001355       | 0,0002810     | -0,0001455    | 107,4 
 1628| 1000         | 0,0001161       | 0,0002906     | -0,0001745    | 150,3 
 1629| 1000         | 0,0001154       | 0,0002902     | -0,0001748    | 151,5 
 1630| 1000         | 0,0001112       | 0,0003026     | -0,0001914    | 172,1 
 1631| 1000         | 0,0001146       | 0,0002576     | -0,0001430    | 124,8 
 1632| 1000         | 0,0001159       | 0,0002613     | -0,0001454    | 125,5 
 1633| 1000         | 0,0001100       | 0,0002609     | -0,0001509    | 137,2 
 1634| 1000         | 0,0001057       | 0,0002699     | -0,0001642    | 155,3 
 1635| 1000         | 0,0001072       | 0,0003187     | -0,0002115    | 197,3 
 1636| 1000         | 0,0001056       | 0,0002671     | -0,0001615    | 152,9 
 1637| 1000         | 0,0001085       | 0,0002464     | -0,0001379    | 127,1 
 1638| 1000         | 0,0001126       | 0,0002503     | -0,0001377    | 122,3 
 1639| 1000         | 0,0001100       | 0,0002580     | -0,0001480    | 134,5 
 1640| 1000         | 0,0001135       | 0,0002598     | -0,0001463    | 128,9 
 1641| 1000         | 0,0001075       | 0,0002538     | -0,0001463    | 136,1 
 1642| 1000         | 0,0001183       | 0,0002606     | -0,0001423    | 120,3 
 1643| 1000         | 0,0001173       | 0,0002538     | -0,0001365    | 116,4 
 1644| 1000         | 0,0001229       | 0,0002750     | -0,0001521    | 123,8 
 1645| 1000         | 0,0001258       | 0,0002837     | -0,0001579    | 125,5 
 1646| 1000         | 0,0001284       | 0,0002820     | -0,0001536    | 119,6 
 1647| 1000         | 0,0001218       | 0,0003017     | -0,0001799    | 147,7 
 1648| 1000         | 0,0001181       | 0,0002430     | -0,0001249    | 105,8 
 1649| 1000         | 0,0001104       | 0,0002864     | -0,0001760    | 159,4 
 1650| 1000         | 0,0001090       | 0,0002976     | -0,0001886    | 173,0 
 1651| 1000         | 0,0001065       | 0,0004281     | -0,0003216    | 302,0 
 1652| 1000         | 0,0001247       | 0,0002947     | -0,0001700    | 136,3 
 1653| 1000         | 0,0001182       | 0,0002605     | -0,0001423    | 120,4 
 1654| 1000         | 0,0001143       | 0,0002724     | -0,0001581    | 138,3 
 1655| 1000         | 0,0001250       | 0,0002725     | -0,0001475    | 118,0 
 1656| 1000         | 0,0001166       | 0,0002551     | -0,0001385    | 118,8 
 1657| 1000         | 0,0001190       | 0,0002804     | -0,0001614    | 135,6 
 1658| 1000         | 0,0001112       | 0,0002681     | -0,0001569    | 141,1 
 1659| 1000         | 0,0001101       | 0,0002359     | -0,0001258    | 114,3 
 1660| 1000         | 0,0001130       | 0,0002471     | -0,0001341    | 118,7 
 1661| 1000         | 0,0001150       | 0,0002609     | -0,0001459    | 126,9 
 1662| 1000         | 0,0001086       | 0,0002659     | -0,0001573    | 144,8 
 1663| 1000         | 0,0001230       | 0,0002678     | -0,0001448    | 117,7 
 1664| 1000         | 0,0001114       | 0,0003987     | -0,0002873    | 257,9 
 1665| 1000         | 0,0001246       | 0,0002827     | -0,0001581    | 126,9 
 1666| 1000         | 0,0001156       | 0,0002399     | -0,0001243    | 107,5 
 1667| 1000         | 0,0001160       | 0,0002638     | -0,0001478    | 127,4 
 1668| 1000         | 0,0001089       | 0,0002725     | -0,0001636    | 150,2 
 1669| 1000         | 0,0001089       | 0,0002900     | -0,0001811    | 166,3 
 1670| 1000         | 0,0001297       | 0,0003026     | -0,0001729    | 133,3 
 1671| 1000         | 0,0001288       | 0,0002655     | -0,0001367    | 106,1 
 1672| 1000         | 0,0001111       | 0,0002560     | -0,0001449    | 130,4 
 1673| 1000         | 0,0001206       | 0,0002760     | -0,0001554    | 128,9 
 1674| 1000         | 0,0001565       | 0,0002907     | -0,0001342    | 85,7 
 1675| 1000         | 0,0001384       | 0,0002882     | -0,0001498    | 108,2 
 1676| 1000         | 0,0001120       | 0,0002627     | -0,0001507    | 134,6 
 1677| 1000         | 0,0001091       | 0,0002513     | -0,0001422    | 130,3 
 1678| 1000         | 0,0001119       | 0,0002467     | -0,0001348    | 120,5 
 1679| 1000         | 0,0001200       | 0,0002645     | -0,0001445    | 120,4 
 1680| 1000         | 0,0001207       | 0,0002939     | -0,0001732    | 143,5 
 1681| 1000         | 0,0001122       | 0,0002543     | -0,0001421    | 126,6 
 1682| 1000         | 0,0001119       | 0,0002670     | -0,0001551    | 138,6 
 1683| 1000         | 0,0001119       | 0,0002505     | -0,0001386    | 123,9 
 1684| 1000         | 0,0001202       | 0,0002540     | -0,0001338    | 111,3 
 1685| 1000         | 0,0001189       | 0,0002652     | -0,0001463    | 123,0 
 1686| 1000         | 0,0001152       | 0,0004303     | -0,0003151    | 273,5 
 1687| 1000         | 0,0001104       | 0,0002737     | -0,0001633    | 147,9 
 1688| 1000         | 0,0001139       | 0,0002888     | -0,0001749    | 153,6 
 1689| 1000         | 0,0001126       | 0,0002789     | -0,0001663    | 147,7 
 1690| 1000         | 0,0001248       | 0,0002483     | -0,0001235    | 99,0 
 1691| 1000         | 0,0001091       | 0,0002788     | -0,0001697    | 155,5 
 1692| 1000         | 0,0001113       | 0,0003175     | -0,0002062    | 185,3 
 1693| 1000         | 0,0001126       | 0,0002929     | -0,0001803    | 160,1 
 1694| 1000         | 0,0001070       | 0,0003774     | -0,0002704    | 252,7 
 1695| 1000         | 0,0001060       | 0,0002815     | -0,0001755    | 165,6 
 1696| 1000         | 0,0001080       | 0,0002801     | -0,0001721    | 159,4 
 1697| 1000         | 0,0001074       | 0,0002642     | -0,0001568    | 146,0 
 1698| 1000         | 0,0001258       | 0,0002134     | -0,0000876    | 69,6 
 1699| 1000         | 0,0001458       | 0,0001764     | -0,0000306    | 21,0 
 1700| 1000         | 0,0001085       | 0,0001478     | -0,0000393    | 36,2 
 1701| 1000         | 0,0001024       | 0,0003348     | -0,0002324    | 227,0 
 1702| 1000         | 0,0000971       | 0,0002625     | -0,0001654    | 170,3 
 1703| 1000         | 0,0000929       | 0,0002548     | -0,0001619    | 174,3 
 1704| 1000         | 0,0000944       | 0,0002651     | -0,0001707    | 180,8 
 1705| 1000         | 0,0000950       | 0,0002570     | -0,0001620    | 170,5 
 1706| 1000         | 0,0001000       | 0,0002972     | -0,0001972    | 197,2 
 1707| 1000         | 0,0000954       | 0,0002500     | -0,0001546    | 162,1 
 1708| 1000         | 0,0000958       | 0,0002582     | -0,0001624    | 169,5 
 1709| 1000         | 0,0000983       | 0,0002727     | -0,0001744    | 177,4 
 1710| 1000         | 0,0000920       | 0,0002864     | -0,0001944    | 211,3 
 1711| 1000         | 0,0000981       | 0,0001336     | -0,0000355    | 36,2 
 1712| 1000         | 0,0000900       | 0,0001014     | -0,0000114    | 12,7 
 1713| 1000         | 0,0000888       | 0,0001012     | -0,0000124    | 14,0 
 1714| 1000         | 0,0000939       | 0,0001054     | -0,0000115    | 12,2 
 1715| 1000         | 0,0000943       | 0,0001040     | -0,0000097    | 10,3 
 1716| 1000         | 0,0000946       | 0,0001080     | -0,0000134    | 14,2 
 1717| 1000         | 0,0000983       | 0,0001093     | -0,0000110    | 11,2 
 1718| 1000         | 0,0000937       | 0,0001049     | -0,0000112    | 12,0 
 1719| 1000         | 0,0000887       | 0,0001042     | -0,0000155    | 17,5 
 1720| 1000         | 0,0000897       | 0,0001048     | -0,0000151    | 16,8 
 1721| 1000         | 0,0000916       | 0,0001070     | -0,0000154    | 16,8 
 1722| 1000         | 0,0000920       | 0,0001072     | -0,0000152    | 16,5 
 1723| 1000         | 0,0000960       | 0,0001134     | -0,0000174    | 18,1 
 1724| 1000         | 0,0000923       | 0,0002423     | -0,0001500    | 162,5 
 1725| 1000         | 0,0001021       | 0,0002448     | -0,0001427    | 139,8 
 1726| 1000         | 0,0001040       | 0,0001413     | -0,0000373    | 35,9 
 1727| 1000         | 0,0001092       | 0,0001436     | -0,0000344    | 31,5 
 1728| 1000         | 0,0000970       | 0,0002452     | -0,0001482    | 152,8 
 1729| 1000         | 0,0000938       | 0,0002580     | -0,0001642    | 175,1 
 1730| 1000         | 0,0001021       | 0,0002412     | -0,0001391    | 136,2 
 1731| 1000         | 0,0000926       | 0,0002449     | -0,0001523    | 164,5 
 1732| 1000         | 0,0001021       | 0,0001326     | -0,0000305    | 29,9 
 1733| 1000         | 0,0000952       | 0,0004541     | -0,0003589    | 377,0 
 1734| 1000         | 0,0001024       | 0,0004054     | -0,0003030    | 295,9 
 1735| 1000         | 0,0000948       | 0,0003666     | -0,0002718    | 286,7 
 1736| 1000         | 0,0000990       | 0,0004680     | -0,0003690    | 372,7 
 1737| 1000         | 0,0001032       | 0,0002449     | -0,0001417    | 137,3 
 1738| 1000         | 0,0000958       | 0,0002441     | -0,0001483    | 154,8 
 1739| 1000         | 0,0000941       | 0,0002231     | -0,0001290    | 137,1 
 1740| 1000         | 0,0000904       | 0,0002161     | -0,0001257    | 139,1 
 1741| 1000         | 0,0000884       | 0,0002421     | -0,0001537    | 173,9 
 1742| 1000         | 0,0000911       | 0,0002282     | -0,0001371    | 150,5 
 1743| 1000         | 0,0000894       | 0,0002258     | -0,0001364    | 152,6 
 1744| 1000         | 0,0000948       | 0,0002311     | -0,0001363    | 143,8 
 1745| 1000         | 0,0000925       | 0,0003716     | -0,0002791    | 301,7 
 1746| 1000         | 0,0001028       | 0,0002453     | -0,0001425    | 138,6 
 1747| 1000         | 0,0000910       | 0,0002252     | -0,0001342    | 147,5 
 1748| 1000         | 0,0000895       | 0,0002278     | -0,0001383    | 154,5 
 1749| 1000         | 0,0000891       | 0,0002199     | -0,0001308    | 146,8 
 1750| 1000         | 0,0000970       | 0,0002617     | -0,0001647    | 169,8 
 1751| 1000         | 0,0000969       | 0,0002386     | -0,0001417    | 146,2 
 1752| 1000         | 0,0000944       | 0,0002346     | -0,0001402    | 148,5 
 1753| 1000         | 0,0000891       | 0,0002604     | -0,0001713    | 192,3 
 1754| 1000         | 0,0001028       | 0,0002240     | -0,0001212    | 117,9 
 1755| 1000         | 0,0000991       | 0,0002432     | -0,0001441    | 145,4 
 1756| 1000         | 0,0000948       | 0,0002251     | -0,0001303    | 137,4 
 1757| 1000         | 0,0000989       | 0,0002384     | -0,0001395    | 141,1 
 1758| 1000         | 0,0000891       | 0,0002322     | -0,0001431    | 160,6 
 1759| 1000         | 0,0000971       | 0,0002339     | -0,0001368    | 140,9 
 1760| 1000         | 0,0000977       | 0,0002256     | -0,0001279    | 130,9 
 1761| 1000         | 0,0001001       | 0,0002603     | -0,0001602    | 160,0 
 1762| 1000         | 0,0000993       | 0,0002214     | -0,0001221    | 123,0 
 1763| 1000         | 0,0000936       | 0,0002278     | -0,0001342    | 143,4 
 1764| 1000         | 0,0000953       | 0,0002316     | -0,0001363    | 143,0 
 1765| 1000         | 0,0000998       | 0,0002343     | -0,0001345    | 134,8 
 1766| 1000         | 0,0000881       | 0,0002177     | -0,0001296    | 147,1 
 1767| 1000         | 0,0000944       | 0,0001280     | -0,0000336    | 35,6 
 1768| 1000         | 0,0000951       | 0,0001065     | -0,0000114    | 12,0 
 1769| 1000         | 0,0000943       | 0,0001107     | -0,0000164    | 17,4 
 1770| 1000         | 0,0001011       | 0,0002351     | -0,0001340    | 132,5 
 1771| 1000         | 0,0001043       | 0,0002513     | -0,0001470    | 140,9 
 1772| 1000         | 0,0001045       | 0,0001792     | -0,0000747    | 71,5 
 1773| 1000         | 0,0000953       | 0,0002459     | -0,0001506    | 158,0 
 1774| 1000         | 0,0000945       | 0,0002204     | -0,0001259    | 133,2 
 1775| 1000         | 0,0000964       | 0,0002348     | -0,0001384    | 143,6 
 1776| 1000         | 0,0001030       | 0,0002111     | -0,0001081    | 105,0 
 1777| 1000         | 0,0000948       | 0,0002047     | -0,0001099    | 115,9 
 1778| 1000         | 0,0000929       | 0,0002697     | -0,0001768    | 190,3 
 1779| 1000         | 0,0001044       | 0,0002302     | -0,0001258    | 120,5 
 1780| 1000         | 0,0000899       | 0,0002678     | -0,0001779    | 197,9 
 1781| 1000         | 0,0001050       | 0,0002318     | -0,0001268    | 120,8 
 1782| 1000         | 0,0000911       | 0,0002198     | -0,0001287    | 141,3 
 1783| 1000         | 0,0001073       | 0,0001329     | -0,0000256    | 23,9 
 1784| 1000         | 0,0000976       | 0,0002489     | -0,0001513    | 155,0 
 1785| 1000         | 0,0000924       | 0,0001720     | -0,0000796    | 86,1 
 1786| 1000         | 0,0000883       | 0,0003875     | -0,0002992    | 338,8 
 1787| 1000         | 0,0000991       | 0,0004472     | -0,0003481    | 351,3 
 1788| 1000         | 0,0000988       | 0,0003521     | -0,0002533    | 256,4 
 1789| 1000         | 0,0000927       | 0,0002621     | -0,0001694    | 182,7 
 1790| 1000         | 0,0000936       | 0,0002537     | -0,0001601    | 171,0 
 1791| 1000         | 0,0000926       | 0,0002293     | -0,0001367    | 147,6 
 1792| 1000         | 0,0001005       | 0,0002591     | -0,0001586    | 157,8 
 1793| 1000         | 0,0000935       | 0,0002981     | -0,0002046    | 218,8 
 1794| 1000         | 0,0001448       | 0,0002595     | -0,0001147    | 79,2 
 1795| 1000         | 0,0000928       | 0,0002212     | -0,0001284    | 138,4 
 1796| 1000         | 0,0000921       | 0,0002358     | -0,0001437    | 156,0 
 1797| 1000         | 0,0001184       | 0,0002660     | -0,0001476    | 124,7 
 1798| 1000         | 0,0000952       | 0,0002483     | -0,0001531    | 160,8 
 1799| 1000         | 0,0000886       | 0,0002541     | -0,0001655    | 186,8 
 1800| 1000         | 0,0000967       | 0,0002498     | -0,0001531    | 158,3 
 1801| 1000         | 0,0001349       | 0,0001371     | -0,0000022    |  1,6 
 1802| 1000         | 0,0000933       | 0,0002663     | -0,0001730    | 185,4 
 1803| 1000         | 0,0000938       | 0,0002478     | -0,0001540    | 164,2 
 1804| 1000         | 0,0000905       | 0,0002614     | -0,0001709    | 188,8 
 1805| 1000         | 0,0001107       | 0,0001979     | -0,0000872    | 78,8 
 1806| 1000         | 0,0001107       | 0,0002342     | -0,0001235    | 111,6 
 1807| 1000         | 0,0001152       | 0,0002587     | -0,0001435    | 124,6 
 1808| 1000         | 0,0000926       | 0,0002905     | -0,0001979    | 213,7 
 1809| 1000         | 0,0000924       | 0,0002486     | -0,0001562    | 169,0 
 1810| 1000         | 0,0000895       | 0,0002502     | -0,0001607    | 179,6 
 1811| 1000         | 0,0000894       | 0,0002536     | -0,0001642    | 183,7 
 1812| 1000         | 0,0000899       | 0,0001726     | -0,0000827    | 92,0 
 1813| 1000         | 0,0000878       | 0,0002472     | -0,0001594    | 181,5 
 1814| 1000         | 0,0000986       | 0,0002157     | -0,0001171    | 118,8 
