100 тестов каждого вида выборок, выборки генерируются заново в цикле
 №   | выборка, чел | последовательно | параллельно   | разность, сек | %
 358 | 100000       | 0,0117754       | 0,0054121     | 0,0063633     | -54,0 
 359 | 100000       | 0,0119142       | 0,0052115     | 0,0067027     | -56,3 
 360 | 100000       | 0,0117345       | 0,0053723     | 0,0063622     | -54,2 
 361 | 100000       | 0,0119142       | 0,0049571     | 0,0069571     | -58,4 
 362 | 100000       | 0,0118035       | 0,0049629     | 0,0068406     | -58,0 
 363 | 100000       | 0,0116484       | 0,0051569     | 0,0064915     | -55,7 
 364 | 100000       | 0,0117227       | 0,0060566     | 0,0056661     | -48,3 
 365 | 100000       | 0,0117955       | 0,0052313     | 0,0065642     | -55,7 
 366 | 100000       | 0,0118435       | 0,0051496     | 0,0066939     | -56,5 
 367 | 100000       | 0,0118807       | 0,0053113     | 0,0065694     | -55,3 
 368 | 100000       | 0,0122291       | 0,0049606     | 0,0072685     | -59,4 
 369 | 100000       | 0,0118048       | 0,0067202     | 0,0050846     | -43,1 
 370 | 100000       | 0,0117008       | 0,0052191     | 0,0064817     | -55,4 
 371 | 100000       | 0,0120433       | 0,0051437     | 0,0068996     | -57,3 
 372 | 100000       | 0,0122699       | 0,0049167     | 0,0073532     | -59,9 
 373 | 100000       | 0,0083641       | 0,0033395     | 0,0050246     | -60,1 
 374 | 100000       | 0,0117620       | 0,0052062     | 0,0065558     | -55,7 
 375 | 100000       | 0,0118413       | 0,0051898     | 0,0066515     | -56,2 
 376 | 100000       | 0,0118455       | 0,0048717     | 0,0069738     | -58,9 
 377 | 100000       | 0,0116676       | 0,0050662     | 0,0066014     | -56,6 
 378 | 100000       | 0,0117502       | 0,0049893     | 0,0067609     | -57,5 
 379 | 100000       | 0,0117387       | 0,0048927     | 0,0068460     | -58,3 
 380 | 100000       | 0,0117805       | 0,0050910     | 0,0066895     | -56,8 
 381 | 100000       | 0,0118205       | 0,0050579     | 0,0067626     | -57,2 
 382 | 100000       | 0,0119552       | 0,0053032     | 0,0066520     | -55,6 
 383 | 100000       | 0,0118047       | 0,0056114     | 0,0061933     | -52,5 
 384 | 100000       | 0,0123207       | 0,0062736     | 0,0060471     | -49,1 
 385 | 100000       | 0,0101081       | 0,0044082     | 0,0056999     | -56,4 
 386 | 100000       | 0,0116968       | 0,0051328     | 0,0065640     | -56,1 
 387 | 100000       | 0,0117100       | 0,0053228     | 0,0063872     | -54,5 
 388 | 100000       | 0,0117902       | 0,0051927     | 0,0065975     | -56,0 
 389 | 100000       | 0,0117218       | 0,0051893     | 0,0065325     | -55,7 
 390 | 100000       | 0,0119948       | 0,0048354     | 0,0071594     | -59,7 
 391 | 100000       | 0,0117798       | 0,0051042     | 0,0066756     | -56,7 
 392 | 100000       | 0,0121360       | 0,0049141     | 0,0072219     | -59,5 
 393 | 100000       | 0,0118545       | 0,0049785     | 0,0068760     | -58,0 
 394 | 100000       | 0,0117647       | 0,0048992     | 0,0068655     | -58,4 
 395 | 100000       | 0,0116401       | 0,0052412     | 0,0063989     | -55,0 
 396 | 100000       | 0,0117557       | 0,0050047     | 0,0067510     | -57,4 
 397 | 100000       | 0,0114720       | 0,0056899     | 0,0057821     | -50,4 
 398 | 100000       | 0,0116980       | 0,0053617     | 0,0063363     | -54,2 
 399 | 100000       | 0,0117585       | 0,0052816     | 0,0064769     | -55,1 
 400 | 100000       | 0,0117647       | 0,0049428     | 0,0068219     | -58,0 
 401 | 1000000      | 0,0916543       | 0,0540848     | 0,0375695     | -41,0 
 402 | 1000000      | 0,1287060       | 0,0619391     | 0,0667669     | -51,9 
 403 | 1000000      | 0,1278327       | 0,0622622     | 0,0655705     | -51,3 
 404 | 1000000      | 0,1234240       | 0,0602269     | 0,0631971     | -51,2 
 405 | 1000000      | 0,0987295       | 0,0428261     | 0,0559034     | -56,6 
 406 | 1000000      | 0,0830126       | 0,0378727     | 0,0451399     | -54,4 
 407 | 1000000      | 0,1257994       | 0,0611253     | 0,0646741     | -51,4 
 408 | 1000000      | 0,1122476       | 0,0515465     | 0,0607011     | -54,1 
 409 | 1000000      | 0,0925458       | 0,0431767     | 0,0493691     | -53,3 
 410 | 1000000      | 0,1292285       | 0,0643426     | 0,0648859     | -50,2 
 411 | 1000000      | 0,1114383       | 0,0500969     | 0,0613414     | -55,0 
 412 | 1000000      | 0,0861599       | 0,0382542     | 0,0479057     | -55,6 
 413 | 1000000      | 0,1252275       | 0,0598886     | 0,0653389     | -52,2 
 414 | 1000000      | 0,1024529       | 0,0450048     | 0,0574481     | -56,1 
 415 | 1000000      | 0,1250947       | 0,0597316     | 0,0653631     | -52,3 
 416 | 1000000      | 0,1167765       | 0,0544400     | 0,0623365     | -53,4 
 417 | 1000000      | 0,1287082       | 0,2474095     | -0,1187013    | 92,2 
 418 | 1000000      | 0,1255572       | 0,0590581     | 0,0664991     | -53,0 
 419 | 1000000      | 0,0952285       | 0,0447508     | 0,0504777     | -53,0 
 420 | 1000000      | 0,1287257       | 0,0614008     | 0,0673249     | -52,3 
 421 | 1000000      | 0,1020186       | 0,0471171     | 0,0549015     | -53,8 
 422 | 1000000      | 0,1281198       | 0,0622726     | 0,0658472     | -51,4 
 423 | 1000000      | 0,1128467       | 0,0533119     | 0,0595348     | -52,8 
 424 | 1000000      | 0,1332070       | 0,0676372     | 0,0655698     | -49,2 
 425 | 1000000      | 0,1160851       | 0,0543255     | 0,0617596     | -53,2 
 426 | 1000000      | 0,1276017       | 0,0617222     | 0,0658795     | -51,6 
 427 | 1000000      | 0,1288967       | 0,0587262     | 0,0701705     | -54,4 
 428 | 1000000      | 0,0877323       | 0,0407801     | 0,0469522     | -53,5 
 429 | 1000000      | 0,1277350       | 0,0590003     | 0,0687347     | -53,8 
 430 | 1000000      | 0,0938957       | 0,0454183     | 0,0484774     | -51,6 
 431 | 1000000      | 0,1310152       | 0,0639579     | 0,0670573     | -51,2 
 432 | 1000000      | 0,0983729       | 0,0441133     | 0,0542596     | -55,2 
 433 | 1000000      | 0,1261069       | 0,0627350     | 0,0633719     | -50,3 
 434 | 1000000      | 0,1024742       | 0,0464855     | 0,0559887     | -54,6 
 435 | 1000000      | 0,1258698       | 0,0586696     | 0,0672002     | -53,4 
 436 | 1000000      | 0,1033102       | 0,0460959     | 0,0572143     | -55,4 
 437 | 1000000      | 0,1222731       | 0,0580063     | 0,0642668     | -52,6 
 438 | 1000000      | 0,1067046       | 0,0508634     | 0,0558412     | -52,3 
 439 | 1000000      | 0,1275664       | 0,0638184     | 0,0637480     | -50,0 
 440 | 1000000      | 0,1013789       | 0,0453692     | 0,0560097     | -55,2 
 441 | 1000000      | 0,1245273       | 0,0588290     | 0,0656983     | -52,8 
 442 | 1000000      | 0,3278224       | 0,0526347     | 0,2751877     | -83,9 
 443 | 1000000      | 0,1625311       | 0,0595581     | 0,1029730     | -63,4 
 444 | 1000000      | 0,1121559       | 0,0462071     | 0,0659488     | -58,8 
 445 | 1000000      | 0,1252813       | 0,0595451     | 0,0657362     | -52,5 
 446 | 1000000      | 0,1043313       | 0,0464875     | 0,0578438     | -55,4 
 447 | 1000000      | 0,1307828       | 0,0645567     | 0,0662261     | -50,6 
 448 | 1000000      | 0,0919606       | 0,0417927     | 0,0501679     | -54,6 
 449 | 1000000      | 0,1239650       | 0,0583478     | 0,0656172     | -52,9 
 450 | 1000000      | 0,0892354       | 0,0405195     | 0,0487159     | -54,6 
 451 | 1000000      | 0,1479899       | 0,0653057     | 0,0826842     | -55,9 
 452 | 1000000      | 0,1257925       | 0,0557987     | 0,0699938     | -55,6 
 453 | 1000000      | 0,1502230       | 0,0671690     | 0,0830540     | -55,3 
 454 | 1000000      | 0,1429451       | 0,0662016     | 0,0767435     | -53,7 
 455 | 1000000      | 0,0968727       | 0,0446167     | 0,0522560     | -53,9 
 456 | 1000000      | 0,1526268       | 0,0670674     | 0,0855594     | -56,1 
 457 | 1000000      | 0,1143356       | 0,0499926     | 0,0643430     | -56,3 
 458 | 1000000      | 0,1568280       | 0,0700699     | 0,0867581     | -55,3 
 459 | 1000000      | 0,1356950       | 0,0605659     | 0,0751291     | -55,4 
 460 | 1000000      | 0,1557728       | 0,0706641     | 0,0851087     | -54,6 
 461 | 1000000      | 0,1503655       | 0,0662257     | 0,0841398     | -56,0 
 462 | 1000000      | 0,0942115       | 0,0452322     | 0,0489793     | -52,0 
 463 | 1000000      | 0,1485996       | 0,0671945     | 0,0814051     | -54,8 
 464 | 1000000      | 0,1050873       | 0,0474071     | 0,0576802     | -54,9 
 465 | 1000000      | 0,1508532       | 0,0659572     | 0,0848960     | -56,3 
 466 | 1000000      | 0,1157486       | 0,0514399     | 0,0643087     | -55,6 
 467 | 1000000      | 0,1513311       | 0,0671235     | 0,0842076     | -55,6 
 468 | 1000000      | 0,1146416       | 0,0536069     | 0,0610347     | -53,2 
 469 | 1000000      | 0,1514422       | 0,0711472     | 0,0802950     | -53,0 
 470 | 1000000      | 0,1282368       | 0,0561537     | 0,0720831     | -56,2 
 471 | 1000000      | 0,1474840       | 0,0635001     | 0,0839839     | -56,9 
 472 | 1000000      | 0,1301791       | 0,0584950     | 0,0716841     | -55,1 
 473 | 1000000      | 0,1526547       | 0,0717470     | 0,0809077     | -53,0 
 474 | 1000000      | 0,3155897       | 0,0461231     | 0,2694666     | -85,4 
 475 | 1000000      | 0,1723916       | 0,0795410     | 0,0928506     | -53,9 
 476 | 1000000      | 0,1247919       | 0,0541432     | 0,0706487     | -56,6 
 477 | 1000000      | 0,1071210       | 0,0459328     | 0,0611882     | -57,1 
 478 | 1000000      | 0,1079297       | 0,0503022     | 0,0576275     | -53,4 
 479 | 1000000      | 0,1532229       | 0,0722475     | 0,0809754     | -52,8 
 480 | 1000000      | 0,1550406       | 0,0735240     | 0,0815166     | -52,6 
 481 | 1000000      | 0,1353574       | 0,0599603     | 0,0753971     | -55,7 
 482 | 1000000      | 0,1507824       | 0,0670139     | 0,0837685     | -55,6 
 483 | 1000000      | 0,1426528       | 0,0638002     | 0,0788526     | -55,3 
 484 | 1000000      | 0,1507436       | 0,0671724     | 0,0835712     | -55,4 
 485 | 1000000      | 0,1448870       | 0,0652619     | 0,0796251     | -55,0 
 486 | 1000000      | 0,0975170       | 0,0441854     | 0,0533316     | -54,7 
 487 | 1000000      | 0,1540531       | 0,0697713     | 0,0842818     | -54,7 
 488 | 1000000      | 0,1580209       | 0,0684449     | 0,0895760     | -56,7 
 489 | 1000000      | 0,1450854       | 0,0648966     | 0,0801888     | -55,3 
 490 | 1000000      | 0,0923821       | 0,0403513     | 0,0520308     | -56,3 
 491 | 1000000      | 0,1503984       | 0,0656336     | 0,0847648     | -56,4 
 492 | 1000000      | 0,1502861       | 0,0659241     | 0,0843620     | -56,1 
 493 | 1000000      | 0,1396816       | 0,0622780     | 0,0774036     | -55,4 
 494 | 1000000      | 0,3688087       | 0,0368402     | 0,3319685     | -90,0 
 495 | 1000000      | 0,1538892       | 0,0700290     | 0,0838602     | -54,5 
 496 | 1000000      | 0,1536729       | 0,0744414     | 0,0792315     | -51,6 
 497 | 1000000      | 0,1387254       | 0,0617520     | 0,0769734     | -55,5 
 498 | 1000000      | 0,1506095       | 0,0674938     | 0,0831157     | -55,2 
 499 | 1000000      | 0,1491517       | 0,0684714     | 0,0806803     | -54,1 
 500 | 1000000      | 0,1531545       | 0,0675684     | 0,0855861     | -55,9 
 501 | 10000000     | 1,0797940       | 0,4556089     | 0,6241851     | -57,8 
 502 | 10000000     | 0,8476305       | 0,4097823     | 0,4378482     | -51,7 
 503 | 10000000     | 0,8666492       | 0,4063171     | 0,4603321     | -53,1 
 504 | 10000000     | 0,8875465       | 0,4242329     | 0,4633136     | -52,2 
 505 | 10000000     | 0,8883816       | 0,3988434     | 0,4895382     | -55,1 
 506 | 10000000     | 1,0388772       | 0,6509131     | 0,3879641     | -37,3 
 507 | 10000000     | 1,0977629       | 0,8467835     | 0,2509794     | -22,9 
 508 | 10000000     | 0,8858439       | 0,4133611     | 0,4724828     | -53,3 
 509 | 10000000     | 0,8895356       | 0,4921867     | 0,3973489     | -44,7 
 510 | 10000000     | 0,8443705       | 0,3920574     | 0,4523131     | -53,6 
 511 | 10000000     | 1,1473538       | 0,5176517     | 0,6297021     | -54,9 
 512 | 10000000     | 1,0689122       | 0,6018903     | 0,4670219     | -43,7 
 513 | 10000000     | 0,8758484       | 0,4004786     | 0,4753698     | -54,3 
 514 | 10000000     | 0,8775899       | 0,5331523     | 0,3444376     | -39,2 
 515 | 10000000     | 0,8504427       | 0,4113198     | 0,4391229     | -51,6 
 516 | 10000000     | 1,1526854       | 0,5307967     | 0,6218887     | -54,0 
 517 | 10000000     | 0,8567174       | 0,4054650     | 0,4512524     | -52,7 
 518 | 10000000     | 1,1702746       | 0,5456685     | 0,6246061     | -53,4 
 519 | 10000000     | 0,8439257       | 0,4283679     | 0,4155578     | -49,2 
 520 | 10000000     | 1,1398923       | 0,5077421     | 0,6321502     | -55,5 
 521 | 10000000     | 0,8532647       | 0,4089503     | 0,4443144     | -52,1 
 522 | 10000000     | 0,8437737       | 0,6356794     | 0,2080943     | -24,7 
 523 | 10000000     | 0,8478309       | 0,3940030     | 0,4538279     | -53,5 
 524 | 10000000     | 1,3469123       | 0,6083009     | 0,7386114     | -54,8 
 525 | 10000000     | 1,1221768       | 0,5010712     | 0,6211056     | -55,3 
 526 | 10000000     | 1,0560344       | 0,4886740     | 0,5673604     | -53,7 
 527 | 10000000     | 1,1043242       | 0,7620680     | 0,3422562     | -31,0 
 528 | 10000000     | 0,8745382       | 0,4004954     | 0,4740428     | -54,2 
 529 | 10000000     | 0,8583489       | 0,4136190     | 0,4447299     | -51,8 
 530 | 10000000     | 0,8903939       | 0,4134081     | 0,4769858     | -53,6 
 531 | 10000000     | 0,8624258       | 0,4093530     | 0,4530728     | -52,5 
 532 | 10000000     | 0,8422504       | 0,6580937     | 0,1841567     | -21,9 
 533 | 10000000     | 1,0976965       | 0,7753677     | 0,3223288     | -29,4 
 534 | 10000000     | 1,0958167       | 0,4868783     | 0,6089384     | -55,6 
 535 | 10000000     | 1,0823113       | 0,7364097     | 0,3459016     | -32,0 
 536 | 10000000     | 0,8480102       | 0,3953171     | 0,4526931     | -53,4 
 537 | 10000000     | 0,8651267       | 0,5703043     | 0,2948224     | -34,1 
 538 | 10000000     | 1,1830079       | 0,5088124     | 0,6741955     | -57,0 
 539 | 10000000     | 0,9316804       | 0,4947885     | 0,4368919     | -46,9 
 540 | 10000000     | 0,9533091       | 0,4348200     | 0,5184891     | -54,4 
 541 | 10000000     | 0,8946732       | 0,4079780     | 0,4866952     | -54,4 
 542 | 10000000     | 0,8533080       | 0,3963665     | 0,4569415     | -53,5 
 543 | 10000000     | 1,1003628       | 0,4843080     | 0,6160548     | -56,0 
 544 | 10000000     | 1,1262881       | 0,5066474     | 0,6196407     | -55,0 
 545 | 10000000     | 1,1800254       | 0,6187892     | 0,5612362     | -47,6 
 546 | 10000000     | 1,1149066       | 0,4881907     | 0,6267159     | -56,2 
 547 | 10000000     | 1,1278937       | 0,5188664     | 0,6090273     | -54,0 
 548 | 10000000     | 0,8450146       | 0,3920449     | 0,4529697     | -53,6 
 549 | 10000000     | 1,1226587       | 0,5117831     | 0,6108756     | -54,4 
 550 | 10000000     | 1,0473981       | 0,7815340     | 0,2658641     | -25,4 
 551 | 10000000     | 1,1175997       | 0,5127936     | 0,6048061     | -54,1 
 552 | 10000000     | 0,8556327       | 0,5557641     | 0,2998686     | -35,0 
 553 | 10000000     | 0,9429968       | 0,4464417     | 0,4965551     | -52,7 
 554 | 10000000     | 0,9034002       | 0,4288475     | 0,4745527     | -52,5 
 555 | 10000000     | 1,0563942       | 0,4852294     | 0,5711648     | -54,1 
 556 | 10000000     | 1,0200124       | 0,4535580     | 0,5664544     | -55,5 
 557 | 10000000     | 0,8456147       | 0,4076543     | 0,4379604     | -51,8 
 558 | 10000000     | 0,8981428       | 0,5007051     | 0,3974377     | -44,3 
 559 | 10000000     | 0,8906983       | 0,4285655     | 0,4621328     | -51,9 
 560 | 10000000     | 1,3596182       | 0,5946277     | 0,7649905     | -56,3 
 561 | 10000000     | 1,0946744       | 0,4865270     | 0,6081474     | -55,6 
 562 | 10000000     | 1,0741555       | 0,4792279     | 0,5949276     | -55,4 
 563 | 10000000     | 1,0958286       | 0,7601527     | 0,3356759     | -30,6 
 564 | 10000000     | 0,8487283       | 0,4093939     | 0,4393344     | -51,8 
 565 | 10000000     | 0,9863913       | 0,4228348     | 0,5635565     | -57,1 
 566 | 10000000     | 0,8499700       | 0,3955702     | 0,4543998     | -53,5 
 567 | 10000000     | 1,3591876       | 0,4815662     | 0,8776214     | -64,6 
 568 | 10000000     | 1,0228775       | 0,4583225     | 0,5645550     | -55,2 
 569 | 10000000     | 1,0317202       | 0,4896662     | 0,5420540     | -52,5 
 570 | 10000000     | 0,8598658       | 0,4065104     | 0,4533554     | -52,7 
 571 | 10000000     | 0,9372776       | 0,5549474     | 0,3823302     | -40,8 
 572 | 10000000     | 0,9240546       | 0,4318267     | 0,4922279     | -53,3 
 573 | 10000000     | 0,8675115       | 0,4231716     | 0,4443399     | -51,2 
 574 | 10000000     | 1,1113604       | 0,4901099     | 0,6212505     | -55,9 
 575 | 10000000     | 1,1543523       | 0,7924607     | 0,3618916     | -31,4 
 576 | 10000000     | 0,8458214       | 0,6331753     | 0,2126461     | -25,1 
 577 | 10000000     | 1,1287178       | 0,5327385     | 0,5959793     | -52,8 
 578 | 10000000     | 0,8509237       | 0,4108094     | 0,4401143     | -51,7 
 579 | 10000000     | 1,0928410       | 0,5093624     | 0,5834786     | -53,4 
 580 | 10000000     | 1,1565432       | 0,8355468     | 0,3209964     | -27,8 
 581 | 10000000     | 1,1358685       | 0,7990550     | 0,3368135     | -29,7 
 582 | 10000000     | 1,1326691       | 0,5138284     | 0,6188407     | -54,6 
 583 | 10000000     | 0,8927858       | 0,4140332     | 0,4787526     | -53,6 
 584 | 10000000     | 1,0930412       | 0,6741742     | 0,4188670     | -38,3 
 585 | 10000000     | 0,8518934       | 0,6278872     | 0,2240062     | -26,3 
 586 | 10000000     | 0,8511373       | 0,4477699     | 0,4033674     | -47,4 
 587 | 10000000     | 1,1505693       | 0,5314418     | 0,6191275     | -53,8 
 588 | 10000000     | 0,8617110       | 0,4108654     | 0,4508456     | -52,3 
 589 | 10000000     | 0,8822306       | 0,5533585     | 0,3288721     | -37,3 
 590 | 10000000     | 1,1495473       | 0,5080429     | 0,6415044     | -55,8 
 591 | 10000000     | 0,8592210       | 0,3984208     | 0,4608002     | -53,6 
 592 | 10000000     | 1,0900944       | 0,9677564     | 0,1223380     | -11,2 
 593 | 10000000     | 0,8407507       | 0,3927393     | 0,4480114     | -53,3 
 594 | 10000000     | 1,1394160       | 0,8000213     | 0,3393947     | -29,8 
 595 | 10000000     | 1,1266847       | 0,5151336     | 0,6115511     | -54,3 
 596 | 10000000     | 0,8496156       | 0,5584161     | 0,2911995     | -34,3 
 597 | 10000000     | 1,1247709       | 0,4916428     | 0,6331281     | -56,3 
 598 | 10000000     | 0,8480247       | 0,5450655     | 0,3029592     | -35,7 
 599 | 10000000     | 0,8503614       | 0,5799467     | 0,2704147     | -31,8 
 600 | 10000000     | 1,1049935       | 0,4990176     | 0,6059759     | -54,8 

Для выборки размером: 100
	- всего тестов: 100
	- успешных случаев: 0
	- % успешных тестов: 0,0%
Для выборки размером: 1000
	- всего тестов: 100
	- успешных случаев: 6
	- % успешных тестов: 6,0%
	- среднее время последовательного теста: 0,0002188
	- среднее время параллельного теста: 0,0008317
	- рост производительности для успешных случаев в среднем на: 33,4%
Для выборки размером: 10000
	- всего тестов: 100
	- успешных случаев: 70
	- % успешных тестов: 70,0%
	- среднее время последовательного теста: 0,0021506
	- среднее время параллельного теста: 0,0020980
	- рост производительности для успешных случаев в среднем на: 22,8%
Для выборки размером: 100000
	- всего тестов: 100
	- успешных случаев: 99
	- % успешных тестов: 99,0%
	- среднее время последовательного теста: 0,0118685
	- среднее время параллельного теста: 0,0054858
	- рост производительности для успешных случаев в среднем на: 54,5%
Для выборки размером: 1000000
	- всего тестов: 100
	- успешных случаев: 99
	- % успешных тестов: 99,0%
	- среднее время последовательного теста: 0,1329022
	- среднее время параллельного теста: 0,0595413
	- рост производительности для успешных случаев в среднем на: 55,0%
Для выборки размером: 10000000
	- всего тестов: 100
	- успешных случаев: 100
	- % успешных тестов: 100,0%
	- среднее время последовательного теста: 0,9930010
	- среднее время параллельного теста: 0,5182227
	- рост производительности для успешных случаев в среднем на: 47,7%

